match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,0.1,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,MPP San,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,0.2,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,MPP San,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,0.3,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,MPP San,0,1,1,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,0.4,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,MPP San,1,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,0.5,Singapore,Myanmar,Shafina Mahesh,LAR Bommareddy,MPP San,1,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,0.6,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,MPP San,2,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,0.7,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,MPP San,1,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,1.1,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,ZL Win,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,1.2,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,ZL Win,4,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,1.3,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,ZL Win,1,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,1.4,Singapore,Myanmar,Shafina Mahesh,LAR Bommareddy,ZL Win,4,1,,1,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,1.5,Singapore,Myanmar,Shafina Mahesh,LAR Bommareddy,ZL Win,2,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,1.6,Singapore,Myanmar,Shafina Mahesh,LAR Bommareddy,ZL Win,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,1.7,Singapore,Myanmar,Shafina Mahesh,LAR Bommareddy,ZL Win,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,2.1,Singapore,Myanmar,LAR Bommareddy,Shafina Mahesh,Zon Lin,0,0,,,,,,run out,Shafina Mahesh,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,2.2,Singapore,Myanmar,LAR Bommareddy,Vinu Kumar,Zon Lin,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,2.3,Singapore,Myanmar,LAR Bommareddy,Vinu Kumar,Zon Lin,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,2.4,Singapore,Myanmar,LAR Bommareddy,Vinu Kumar,Zon Lin,0,1,,,1,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,2.5,Singapore,Myanmar,Vinu Kumar,LAR Bommareddy,Zon Lin,4,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,2.6,Singapore,Myanmar,Vinu Kumar,LAR Bommareddy,Zon Lin,0,1,1,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,2.7,Singapore,Myanmar,Vinu Kumar,LAR Bommareddy,Zon Lin,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,3.1,Singapore,Myanmar,LAR Bommareddy,Vinu Kumar,TT Soe,1,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,3.2,Singapore,Myanmar,Vinu Kumar,LAR Bommareddy,TT Soe,1,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,3.3,Singapore,Myanmar,LAR Bommareddy,Vinu Kumar,TT Soe,1,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,3.4,Singapore,Myanmar,Vinu Kumar,LAR Bommareddy,TT Soe,0,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,3.5,Singapore,Myanmar,Vinu Kumar,LAR Bommareddy,TT Soe,1,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,3.6,Singapore,Myanmar,LAR Bommareddy,Vinu Kumar,TT Soe,2,0,,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,4.1,Singapore,Myanmar,Vinu Kumar,LAR Bommareddy,Zon Lin,0,1,1,,,,,,,,
1510314,2025/26,2025-11-29,Singapore National Cricket Ground,1,4.2,Singapore,Myanmar,Vinu Kumar,LAR Bommareddy,Zon Lin,1,0,,,,,,,,,
