match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.1,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.2,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.3,Qatar,Oman,SK Rana,CE Jacob,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.4,Qatar,Oman,SK Rana,CE Jacob,Alifiya Sayed,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.5,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,0.6,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,4,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.1,Qatar,Oman,SK Rana,CE Jacob,Sameera Khan,4,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.2,Qatar,Oman,SK Rana,CE Jacob,Sameera Khan,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.3,Qatar,Oman,CE Jacob,SK Rana,Sameera Khan,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.4,Qatar,Oman,SK Rana,CE Jacob,Sameera Khan,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.5,Qatar,Oman,SK Rana,CE Jacob,Sameera Khan,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1.6,Qatar,Oman,SK Rana,CE Jacob,Sameera Khan,2,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.1,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.2,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,4,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.3,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.4,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.5,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,2,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,2.6,Qatar,Oman,CE Jacob,SK Rana,Alifiya Sayed,0,0,,,,,,run out,CE Jacob,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,3.1,Qatar,Oman,SK Rana,Aysha,Sameera Khan,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,3.2,Qatar,Oman,Aysha,SK Rana,Sameera Khan,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,3.3,Qatar,Oman,Aysha,SK Rana,Sameera Khan,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,3.4,Qatar,Oman,SK Rana,Aysha,Sameera Khan,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,3.5,Qatar,Oman,Aysha,SK Rana,Sameera Khan,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,3.6,Qatar,Oman,Aysha,SK Rana,Sameera Khan,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,4.1,Qatar,Oman,SK Rana,Aysha,Alifiya Sayed,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,4.2,Qatar,Oman,Aysha,SK Rana,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,4.3,Qatar,Oman,Aysha,SK Rana,Alifiya Sayed,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,4.4,Qatar,Oman,SK Rana,Aysha,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,4.5,Qatar,Oman,SK Rana,Aysha,Alifiya Sayed,4,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,4.6,Qatar,Oman,SK Rana,Aysha,Alifiya Sayed,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,5.1,Qatar,Oman,Aysha,SK Rana,Sameera Khan,0,1,1,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,5.2,Qatar,Oman,Aysha,SK Rana,Sameera Khan,4,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,5.3,Qatar,Oman,Aysha,SK Rana,Sameera Khan,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,5.4,Qatar,Oman,Aysha,SK Rana,Sameera Khan,0,0,,,,,,run out,Aysha,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,5.5,Qatar,Oman,SK Rana,G Candiru,Sameera Khan,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,5.6,Qatar,Oman,SK Rana,G Candiru,Sameera Khan,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,5.7,Qatar,Oman,SK Rana,G Candiru,Sameera Khan,4,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,6.1,Qatar,Oman,G Candiru,SK Rana,PE Mendonca,0,0,,,,,,lbw,G Candiru,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,6.2,Qatar,Oman,Shahreeennawab,SK Rana,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,6.3,Qatar,Oman,Shahreeennawab,SK Rana,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,6.4,Qatar,Oman,Shahreeennawab,SK Rana,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,6.5,Qatar,Oman,Shahreeennawab,SK Rana,PE Mendonca,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,6.6,Qatar,Oman,SK Rana,Shahreeennawab,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,7.1,Qatar,Oman,Shahreeennawab,SK Rana,A Dcosta,0,1,1,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,7.2,Qatar,Oman,Shahreeennawab,SK Rana,A Dcosta,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,7.3,Qatar,Oman,Shahreeennawab,SK Rana,A Dcosta,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,7.4,Qatar,Oman,SK Rana,Shahreeennawab,A Dcosta,0,1,,1,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,7.5,Qatar,Oman,SK Rana,Shahreeennawab,A Dcosta,2,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,7.6,Qatar,Oman,SK Rana,Shahreeennawab,A Dcosta,2,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,7.7,Qatar,Oman,SK Rana,Shahreeennawab,A Dcosta,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,7.8,Qatar,Oman,Shahreeennawab,SK Rana,A Dcosta,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,8.1,Qatar,Oman,SK Rana,Shahreeennawab,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,8.2,Qatar,Oman,SK Rana,Shahreeennawab,PE Mendonca,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,8.3,Qatar,Oman,Shahreeennawab,SK Rana,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,8.4,Qatar,Oman,Shahreeennawab,SK Rana,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,8.5,Qatar,Oman,Shahreeennawab,SK Rana,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,8.6,Qatar,Oman,Shahreeennawab,SK Rana,PE Mendonca,0,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,9.1,Qatar,Oman,SK Rana,Shahreeennawab,A Dcosta,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,9.2,Qatar,Oman,Shahreeennawab,SK Rana,A Dcosta,1,0,,,,,,,,,
1514528,2025/26,2025-12-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,9.3,Qatar,Oman,SK Rana,Shahreeennawab,A Dcosta,0,0,,,,,,,,,
