match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,0.1,Estonia,Czech Republic,G Madanayake,A Vessik,E Kuncova,0,0,,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,0.2,Estonia,Czech Republic,G Madanayake,A Vessik,E Kuncova,0,1,1,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,0.3,Estonia,Czech Republic,G Madanayake,A Vessik,E Kuncova,0,1,1,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,0.4,Estonia,Czech Republic,G Madanayake,A Vessik,E Kuncova,0,0,,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,0.5,Estonia,Czech Republic,G Madanayake,A Vessik,E Kuncova,0,0,,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,0.6,Estonia,Czech Republic,G Madanayake,A Vessik,E Kuncova,1,0,,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,0.7,Estonia,Czech Republic,A Vessik,G Madanayake,E Kuncova,2,0,,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,0.8,Estonia,Czech Republic,A Vessik,G Madanayake,E Kuncova,0,0,,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,1.1,Estonia,Czech Republic,G Madanayake,A Vessik,S Kolcunova,1,0,,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,1.2,Estonia,Czech Republic,A Vessik,G Madanayake,S Kolcunova,0,1,1,,,,,,,,
1499782,2025,2025-09-06,Estonian National Cricket and Rugby Field,1,1.3,Estonia,Czech Republic,A Vessik,G Madanayake,S Kolcunova,0,2,,1,1,,,,,,
